,0,1,2
0, isolate the host using carbon black response,active,0
1, isolate the host using carbon black response,available,0
2, isolate the host using carbon black response,bitdam,0
3, isolate the host using carbon black response,carbonblack,1
4, isolate the host using carbon black response,checkpoint,0
5, isolate the host using carbon black response,crowdstrike.falcon,0
6, isolate the host using carbon black response,csirt.slack,0
7, isolate the host using carbon black response,email,0
8, isolate the host using carbon black response,empty,0
9, isolate the host using carbon black response,fireEye,0
10, isolate the host using carbon black response,joe.security,0
11, isolate the host using carbon black response,machine learning,0
12, isolate the host using carbon black response,mcafee,0
13, isolate the host using carbon black response,mcafee.advanced.threat.defence,0
14, isolate the host using carbon black response,minemeld,0
15, isolate the host using carbon black response,na,0
16, isolate the host using carbon black response,paloAlto.network,0
17, isolate the host using carbon black response,sandbox.joe.security,0
18, isolate the host using carbon black response,sandbox.mcafee.advanced.threat.defence,0
19, isolate the host using carbon black response,source.user,0
20, isolate the host using carbon black response,source.user.email,0
21, isolate the host using carbon black response,username,0
22, isolate the host using carbon black response,war,0
23,add indictor to the minemeld miner.,active,0
24,add indictor to the minemeld miner.,available,0
25,add indictor to the minemeld miner.,bitdam,0
26,add indictor to the minemeld miner.,carbonblack,0
27,add indictor to the minemeld miner.,checkpoint,0
28,add indictor to the minemeld miner.,crowdstrike.falcon,0
29,add indictor to the minemeld miner.,csirt.slack,0
30,add indictor to the minemeld miner.,email,0
31,add indictor to the minemeld miner.,empty,0
32,add indictor to the minemeld miner.,fireEye,0
33,add indictor to the minemeld miner.,joe.security,0
34,add indictor to the minemeld miner.,machine learning,0
35,add indictor to the minemeld miner.,mcafee,0
36,add indictor to the minemeld miner.,mcafee.advanced.threat.defence,0
37,add indictor to the minemeld miner.,minemeld,1
38,add indictor to the minemeld miner.,na,0
39,add indictor to the minemeld miner.,paloAlto.network,0
40,add indictor to the minemeld miner.,sandbox.joe.security,0
41,add indictor to the minemeld miner.,sandbox.mcafee.advanced.threat.defence,0
42,add indictor to the minemeld miner.,source.user,0
43,add indictor to the minemeld miner.,source.user.email,0
44,add indictor to the minemeld miner.,username,0
45,add indictor to the minemeld miner.,war,0
46,add the relevant endpoint to the system,active,0
47,add the relevant endpoint to the system,available,0
48,add the relevant endpoint to the system,bitdam,0
49,add the relevant endpoint to the system,carbonblack,0
50,add the relevant endpoint to the system,checkpoint,0
51,add the relevant endpoint to the system,crowdstrike.falcon,0
52,add the relevant endpoint to the system,csirt.slack,0
53,add the relevant endpoint to the system,email,0
54,add the relevant endpoint to the system,empty,0
55,add the relevant endpoint to the system,fireEye,0
56,add the relevant endpoint to the system,joe.security,0
57,add the relevant endpoint to the system,machine learning,0
58,add the relevant endpoint to the system,mcafee,0
59,add the relevant endpoint to the system,mcafee.advanced.threat.defence,0
60,add the relevant endpoint to the system,minemeld,0
61,add the relevant endpoint to the system,na,1
62,add the relevant endpoint to the system,paloAlto.network,0
63,add the relevant endpoint to the system,sandbox.joe.security,0
64,add the relevant endpoint to the system,sandbox.mcafee.advanced.threat.defence,0
65,add the relevant endpoint to the system,source.user,0
66,add the relevant endpoint to the system,source.user.email,0
67,add the relevant endpoint to the system,username,0
68,add the relevant endpoint to the system,war,0
69,adds the md5 hash to the blacklist in carbon black,active,0
70,adds the md5 hash to the blacklist in carbon black,available,0
71,adds the md5 hash to the blacklist in carbon black,bitdam,0
72,adds the md5 hash to the blacklist in carbon black,carbonblack,1
73,adds the md5 hash to the blacklist in carbon black,checkpoint,0
74,adds the md5 hash to the blacklist in carbon black,crowdstrike.falcon,0
75,adds the md5 hash to the blacklist in carbon black,csirt.slack,0
76,adds the md5 hash to the blacklist in carbon black,email,0
77,adds the md5 hash to the blacklist in carbon black,empty,0
78,adds the md5 hash to the blacklist in carbon black,fireEye,0
79,adds the md5 hash to the blacklist in carbon black,joe.security,0
80,adds the md5 hash to the blacklist in carbon black,machine learning,0
81,adds the md5 hash to the blacklist in carbon black,mcafee,0
82,adds the md5 hash to the blacklist in carbon black,mcafee.advanced.threat.defence,0
83,adds the md5 hash to the blacklist in carbon black,minemeld,0
84,adds the md5 hash to the blacklist in carbon black,na,0
85,adds the md5 hash to the blacklist in carbon black,paloAlto.network,0
86,adds the md5 hash to the blacklist in carbon black,sandbox.joe.security,0
87,adds the md5 hash to the blacklist in carbon black,sandbox.mcafee.advanced.threat.defence,0
88,adds the md5 hash to the blacklist in carbon black,source.user,0
89,adds the md5 hash to the blacklist in carbon black,source.user.email,0
90,adds the md5 hash to the blacklist in carbon black,username,0
91,adds the md5 hash to the blacklist in carbon black,war,0
92,"assign the incident severity level  to ""critical"".",active,0
93,"assign the incident severity level  to ""critical"".",available,0
94,"assign the incident severity level  to ""critical"".",bitdam,0
95,"assign the incident severity level  to ""critical"".",carbonblack,0
96,"assign the incident severity level  to ""critical"".",checkpoint,0
97,"assign the incident severity level  to ""critical"".",crowdstrike.falcon,0
98,"assign the incident severity level  to ""critical"".",csirt.slack,0
